source_name,mean_bias,total_story_count,source_bias,topic_story_count,source_lon,source_lat,source_owners,surprising_dist,unsurprising_dist
WISN,-0.4078947368421053,59113,0,76,-87.921914,43.030956,Hearst Communications,"[0, 23, 0, 1, 4]","[1, 34, 2, 3, 8]"
WJCL,-0.4347826086956521,23214,0,69,,,Hearst Communications,"[0, 20, 0, 1, 4]","[1, 33, 1, 2, 7]"
WKMG,-0.6602564102564104,91490,0,156,-81.390409,28.553057,Graham Holdings,"[3, 26, 0, 0, 6]","[9, 91, 7, 2, 12]"
WKYC,-0.6140350877192982,24591,0,57,-81.712857,41.514639,Tegna Inc.,"[1, 13, 1, 0, 3]","[3, 29, 1, 3, 3]"
WLKY,-0.3125,68444,0,80,-85.782261,38.28159,Hearst Communications,"[0, 23, 1, 1, 5]","[1, 34, 2, 3, 10]"
WLTReport,1.7428571428571429,8378,2,35,,,,"[0, 0, 0, 0, 6]","[2, 0, 0, 1, 26]"
WLTX,-0.5294117647058822,23986,0,17,-81.027439,34.00466,Tegna Inc.,"[0, 8, 0, 0, 1]","[0, 6, 0, 1, 1]"
WLWT,-0.2727272727272727,78220,0,66,-84.51239,39.105262,Hearst Communications,"[0, 18, 0, 1, 4]","[1, 28, 2, 3, 9]"
WMTW,-0.29729729729729737,55771,0,74,-70.267833,43.65474,,"[0, 21, 0, 1, 4]","[1, 32, 2, 2, 11]"
WMUR,-0.3466666666666667,74548,0,75,-71.528106,43.069563,Hearst Communications,"[0, 21, 0, 1, 5]","[1, 34, 2, 2, 9]"
WND,1.58,47644,2,100,-122.867587,42.324455,,"[0, 2, 0, 0, 18]","[6, 3, 0, 3, 68]"
WPBF,-0.23376623376623384,36867,0,77,,,Hearst Communications,"[0, 21, 2, 1, 7]","[1, 31, 2, 3, 9]"
WPLG,-0.5872093023255813,96893,0,172,-80.198804,25.764527,Howard Buffett,"[1, 25, 0, 2, 7]","[5, 108, 9, 2, 13]"
WPTZ,-0.32432432432432434,56068,0,74,-73.454211,44.70007,Hearst Communications,"[0, 21, 0, 1, 6]","[1, 33, 1, 3, 8]"
WSVN,-0.33333333333333326,48509,-1,57,-80.192976,25.761349,Sunbeam Television,"[0, 17, 0, 1, 3]","[0, 23, 3, 6, 4]"
WTAE,-0.3116883116883118,64690,0,77,-79.9908,40.430244,Hearst Communications,"[0, 22, 0, 1, 6]","[1, 34, 1, 3, 9]"
WTVB,-0.3870967741935485,65473,0,155,,,Midwest Communications,"[0, 9, 5, 4, 3]","[2, 82, 37, 1, 12]"
WTX News,-0.625,5515,0,64,,,,"[5, 4, 3, 1, 3]","[8, 29, 3, 4, 4]"
WVTM,-0.36363636363636354,53745,0,77,-86.810873,33.498209,Hearst Communications,"[0, 22, 0, 1, 5]","[1, 35, 2, 2, 9]"
WWBL,1.6956521739130435,20812,0,115,-87.174387,38.66302,,"[2, 1, 0, 1, 14]","[0, 2, 6, 5, 84]"
WXII,-0.2857142857142858,33192,0,63,-81.698059,35.701078,Hearst Communications,"[0, 19, 0, 1, 4]","[1, 26, 1, 2, 9]"
WYFF,-0.4027777777777777,64814,0,72,-82.385853,34.856059,Hearst Communications,"[0, 22, 0, 1, 4]","[1, 32, 2, 2, 8]"
Washington Examiner,1.2654867256637168,167182,1,113,-77.042781,38.89986,Philip Anschutz,"[0, 5, 0, 1, 21]","[6, 12, 2, 3, 63]"
Washington Jewish Week,1.4500000000000002,333,0,20,,,,"[0, 1, 0, 0, 1]","[0, 1, 1, 3, 13]"
Washington Times,-0.11728395061728403,274261,1,162,-95.360507,37.283903,The Washington Times LLC,"[0, 19, 0, 3, 12]","[2, 85, 7, 6, 28]"
Washington Top News,-0.49079754601227,112630,0,163,-77.023528,38.905053,Hubbard Broadcasting,"[1, 24, 6, 4, 5]","[0, 84, 29, 4, 6]"
West Hawaii Today,-0.3448275862068966,21685,-1,58,,,"Torstar, David Black","[1, 7, 0, 1, 5]","[2, 31, 2, 5, 4]"
Winnipeg Free Press,-0.7228915662650603,197028,0,166,-97.137863,49.894156,,"[1, 22, 0, 0, 5]","[3, 115, 11, 3, 6]"
Winnipeg Sun,-0.24,17730,1,25,,,"Leon Cooperman, Allianz","[0, 3, 0, 0, 0]","[0, 12, 5, 1, 4]"
Workers Revolutionary Party,-1.9782608695652173,537,0,46,,,,"[5, 1, 0, 0, 0]","[40, 0, 0, 0, 0]"
World ABC News,-0.5862068965517242,6892,0,58,,,,"[2, 9, 1, 1, 4]","[6, 25, 5, 3, 2]"
World News | TakeToNews,0.5714285714285716,3801,0,14,,,,"[0, 0, 0, 0, 0]","[2, 2, 1, 4, 5]"
World Socialist Web Site,-1.8823529411764706,32978,-2,34,-92.561491,37.247529,International Committee of the Fourth International,"[7, 0, 0, 0, 0]","[26, 0, 0, 0, 1]"
World Stock Market,0.615023474178404,6288,0,213,,,,"[0, 8, 2, 0, 23]","[5, 74, 11, 3, 87]"
Worthy Christian News,1.7252747252747254,1799,0,91,,,,"[0, 1, 0, 1, 12]","[0, 5, 1, 4, 67]"
Wral News,-0.16666666666666674,69650,0,12,-78.646742,35.778477,Capitol Broadcasting Company,"[0, 0, 0, 0, 0]","[1, 6, 1, 2, 2]"
Xinhua,-0.16129032258064524,9991,-2,31,101.72247,33.967556,Chinese Communist Party,"[0, 1, 3, 0, 1]","[0, 13, 9, 1, 3]"
YemenExtra,-1.5507246376811594,712,0,138,,,,"[7, 2, 0, 0, 1]","[98, 19, 3, 1, 7]"
Yes Punjab,-0.34782608695652173,5015,0,23,,,,"[0, 2, 0, 0, 1]","[2, 11, 3, 1, 3]"
Yeshiva World News,1.5634095634095635,7935,1,481,,,,"[1, 1, 2, 0, 40]","[10, 21, 30, 36, 340]"
Ynet News,1.1060948081264108,10567,-1,443,34.786136,32.086777,,"[2, 2, 4, 7, 20]","[13, 66, 27, 63, 239]"
Your Blog Domain,0.8305084745762712,11072,0,59,,,,"[0, 3, 1, 0, 13]","[4, 8, 8, 2, 20]"
Zawya,-0.4736842105263157,14803,0,19,,,,"[0, 1, 1, 0, 0]","[2, 4, 11, 0, 0]"
Zero Hedge,1.02,34997,2,100,-95.030024,36.713151,,"[2, 3, 0, 0, 12]","[9, 11, 4, 4, 55]"
abbtakk.tv,-0.6578947368421053,3226,0,76,,,,"[3, 6, 0, 1, 4]","[16, 27, 13, 0, 6]"
abc 7 Chicago,-0.2666666666666666,88063,0,15,-87.629231,41.884436,The Walt Disney Company,"[0, 2, 2, 0, 1]","[1, 4, 4, 0, 1]"
abc 7 LA,0.08571428571428585,83704,0,35,-118.245437,34.05222,The Walt Disney Company,"[0, 4, 6, 0, 3]","[0, 4, 15, 1, 2]"
abc 7 NY,0.4545454545454546,81684,0,11,-74.01174,40.704239,The Walt Disney Company,"[0, 2, 0, 0, 1]","[0, 1, 3, 2, 2]"
abc News,-0.06779661016949157,377271,-1,236,-92.15078,37.337252,The Walt Disney Company,"[3, 1, 27, 1, 1]","[6, 23, 160, 5, 9]"
afnn.us,1.5294117647058822,1852,0,17,,,,"[2, 0, 0, 0, 3]","[0, 0, 0, 0, 12]"
allAfrica,-1.1176470588235294,117562,0,17,23.129235,-30.641433,Amadou Mahtar Ba,"[0, 0, 0, 0, 0]","[4, 11, 2, 0, 0]"
altnews.org,0.9595375722543351,16045,0,173,,,,"[6, 1, 0, 0, 16]","[31, 7, 3, 2, 107]"
anarchistfederation.net,-1.8666666666666667,6021,0,15,,,,"[1, 0, 0, 0, 0]","[12, 2, 0, 0, 0]"
anash.org,1.8979591836734695,1209,0,49,,,,"[0, 0, 0, 0, 6]","[0, 1, 1, 0, 41]"
anews.com.tr,-0.7647058823529411,1963,0,34,,,,"[1, 1, 1, 0, 0]","[11, 10, 5, 1, 4]"
arabobserver.com,-1.0238095238095237,707,0,168,,,,"[12, 4, 0, 0, 4]","[77, 42, 5, 4, 20]"
arcamax.com,-0.08333333333333326,6368,1,36,,,,"[0, 5, 0, 1, 6]","[1, 16, 3, 1, 3]"
archyde,-0.6666666666666667,7326,0,48,,,,"[1, 8, 1, 0, 1]","[7, 21, 2, 3, 4]"
asianlite.com,0.5666666666666669,821,0,30,,,,"[0, 0, 0, 0, 5]","[1, 13, 0, 0, 11]"
asiapacificreport.nz,-1.8888888888888888,490,0,27,,,,"[5, 0, 0, 0, 0]","[19, 3, 0, 0, 0]"
australianjewishnews.com,1.392156862745098,4160,0,51,,,,"[0, 0, 1, 4, 9]","[1, 5, 1, 4, 26]"
awazthevoice.in,0.8571428571428572,4343,0,42,,,,"[0, 4, 0, 1, 5]","[5, 2, 2, 5, 18]"
barlamantoday.com,-0.7590361445783131,3586,0,83,,,,"[4, 12, 2, 0, 2]","[16, 28, 12, 1, 6]"
belganewsagency.eu,-0.588235294117647,1605,0,17,,,,"[0, 3, 1, 0, 0]","[1, 8, 2, 1, 1]"
bhaskarlive.in,-0.35483870967741926,7269,0,93,,,,"[1, 4, 2, 2, 3]","[10, 35, 23, 6, 7]"
blkalerts.com,-0.5686274509803921,4099,0,51,,,,"[1, 7, 1, 0, 2]","[5, 27, 1, 1, 6]"
burlingtontoday.com,-0.5542168674698795,9799,0,83,,,,"[1, 18, 1, 1, 6]","[0, 44, 9, 1, 2]"
bwcentral.org,0.9230769230769229,1302,0,13,,,,"[0, 0, 0, 0, 2]","[1, 3, 0, 1, 6]"
caitlinjohnst.one,-1.1428571428571428,153,0,14,,,,"[3, 0, 0, 0, 0]","[8, 0, 0, 0, 3]"
caitlinjohnstone.com.au,-1.0588235294117647,169,0,17,,,,"[5, 0, 0, 0, 2]","[8, 0, 0, 0, 2]"
canadanewsvideo.com,0.01086956521739113,17513,0,92,,,,"[3, 6, 3, 0, 8]","[3, 37, 9, 6, 17]"
capitalisminstitute.org,1.25,3059,0,36,,,,"[0, 1, 0, 0, 3]","[0, 6, 2, 2, 22]"
castanet.net,-0.28846153846153855,61079,0,52,-119.484672,49.894617,,"[1, 11, 2, 2, 4]","[1, 21, 3, 3, 4]"
catholicworldreport.com,-0.3076923076923077,2161,2,13,,,,"[0, 1, 0, 0, 1]","[1, 5, 4, 0, 1]"
charismanews.com,2.0,1295,0,16,,,,"[0, 0, 0, 0, 1]","[0, 0, 0, 0, 15]"
coastaldigest.com,0.11111111111111116,402,0,18,,,,"[2, 1, 0, 0, 0]","[5, 1, 0, 0, 9]"
connectedtoindia.com,0.48571428571428577,1782,0,35,,,,"[0, 4, 0, 4, 3]","[0, 8, 2, 9, 5]"
crosswalk.com,1.9285714285714284,733,0,14,,,,"[0, 0, 0, 0, 1]","[0, 0, 0, 1, 12]"
cybernistas.com,1.4405594405594404,14668,0,143,,,,"[0, 1, 2, 1, 12]","[6, 8, 10, 4, 99]"
dagens.com,-0.75,8878,0,12,,,,"[0, 1, 1, 0, 1]","[1, 8, 0, 0, 0]"
dailyexcelsior.com,-0.36363636363636354,6768,0,22,,,,"[0, 3, 1, 0, 0]","[1, 9, 4, 2, 2]"
dailythedestination.com,-0.6470588235294117,3070,0,34,,,,"[1, 1, 1, 1, 2]","[7, 17, 0, 1, 3]"
democraticaccent.com,1.2765957446808511,6888,0,94,,,,"[0, 3, 0, 0, 13]","[5, 10, 3, 3, 57]"
digitalchew.com,0.7826086956521738,1702,0,23,,,,"[1, 0, 0, 0, 3]","[0, 8, 0, 0, 11]"
dohanews.co,-1.09375,3320,0,32,,,,"[3, 2, 0, 0, 0]","[12, 11, 0, 0, 4]"
dropsitenews.com,-1.4347826086956523,171,-2,23,,,,"[4, 0, 0, 0, 3]","[15, 1, 0, 0, 0]"
eNCA,-0.49122807017543857,20527,0,57,,,E.tv,"[0, 4, 1, 0, 2]","[2, 37, 3, 3, 5]"
ecnetnews.com,-0.23076923076923084,6153,0,26,,,,"[1, 3, 0, 0, 1]","[3, 8, 3, 3, 4]"
einnews.com,0.17277486910994755,27827,0,382,,,,"[2, 15, 5, 0, 9]","[29, 145, 35, 14, 128]"
ekohotblog.com,-0.17391304347826098,4813,0,46,,,,"[1, 5, 1, 0, 4]","[5, 17, 3, 2, 8]"
elrisala.com,0.032258064516129004,8805,0,31,,,,"[1, 1, 0, 2, 1]","[3, 9, 6, 1, 7]"
eutoday.net,0.2666666666666666,1396,0,15,,,,"[0, 3, 0, 1, 1]","[0, 5, 0, 1, 4]"
excelsio.net,0.6499999999999999,255,0,20,,,,"[2, 0, 2, 0, 0]","[1, 1, 3, 2, 9]"
expaTimes,0.0625,4411,0,16,,,,"[0, 3, 0, 1, 0]","[0, 6, 1, 1, 4]"
famagusta-gazette.com,-0.26190476190476186,1723,0,126,,,,"[2, 7, 3, 1, 4]","[10, 48, 30, 5, 16]"
fitzhugh.ca,-0.6049382716049383,12243,0,81,,,,"[1, 17, 1, 1, 6]","[0, 46, 7, 1, 1]"
flamboroughtoday.com,-0.5888888888888888,8574,0,90,,,,"[1, 19, 3, 1, 7]","[0, 51, 5, 2, 1]"
fox40jackson.com,1.7422680412371134,6342,0,97,,,,"[0, 1, 0, 0, 9]","[3, 0, 4, 2, 78]"
foxwilmington.com,1.7333333333333334,4436,0,60,,,,"[0, 0, 0, 0, 13]","[1, 2, 3, 0, 41]"
franktrades.com,1.5,3858,0,26,,,,"[0, 0, 0, 0, 9]","[2, 1, 1, 0, 13]"
freepress.org,-0.9166666666666667,351,-2,12,,,,"[1, 0, 0, 0, 0]","[7, 1, 0, 0, 3]"
gCaptain,0.7826086956521738,1838,0,23,,,,"[0, 0, 0, 1, 1]","[0, 3, 8, 2, 8]"
gamereactor.eu,0.16666666666666652,5080,0,30,,,,"[0, 4, 4, 0, 2]","[0, 5, 10, 0, 5]"
ghanamma.com,0.2142857142857144,17053,0,14,-0.865404,8.115026,,"[0, 1, 0, 3, 0]","[1, 3, 3, 0, 3]"
grandforksgazette.ca,-0.8181818181818181,12957,-1,11,,,,"[1, 5, 0, 0, 0]","[0, 4, 0, 0, 1]"
haltonhillstoday.ca,-0.6436781609195403,9473,0,87,,,,"[1, 20, 1, 0, 6]","[0, 49, 8, 1, 1]"
hive.news,-0.18181818181818188,6717,0,11,,,,"[1, 0, 0, 0, 1]","[0, 4, 4, 0, 1]"
https://ummid.com/,-1.1111111111111112,1103,0,27,,,,"[5, 2, 0, 0, 0]","[9, 7, 0, 1, 3]"
https://www.poncacitynews.com/,-0.21052631578947367,4904,0,19,,,,"[0, 3, 2, 0, 2]","[0, 6, 5, 1, 0]"
humenglish.com,-0.3955223880597014,4953,0,134,,,,"[3, 11, 3, 4, 5]","[16, 61, 8, 3, 20]"
hungarianconservative.com,1.75,1024,1,12,,,,"[0, 1, 0, 0, 3]","[0, 0, 0, 0, 8]"
i24NEWS,0.6363636363636362,13373,1,22,,,,"[1, 1, 0, 0, 1]","[3, 1, 2, 4, 9]"
i7 Hindi news,-0.6666666666666667,1273,0,39,,,,"[1, 10, 0, 0, 4]","[3, 19, 0, 1, 1]"
iNews,-0.41999999999999993,34224,-1,50,-0.110734,51.509371,"Alfred Harmsworth (barrister), Geraldine Mary Harmsworth, Patricia Harmsworth, Viscountess Rothermere","[2, 13, 0, 1, 4]","[1, 21, 2, 2, 4]"
ibtimes.co.za,-0.30000000000000004,1540,0,40,,,,"[0, 5, 0, 1, 3]","[2, 21, 2, 1, 5]"
imemc.org,-1.8307692307692307,1324,-2,65,,,,"[8, 2, 0, 0, 0]","[50, 3, 1, 0, 1]"
independentpress.cc,-0.766355140186916,2083,0,107,,,,"[5, 6, 2, 0, 4]","[30, 44, 1, 0, 15]"
informationliberation.com,0.17647058823529393,313,2,17,,,,"[1, 1, 0, 0, 3]","[6, 0, 0, 0, 6]"
insidepolitic.co.za,-0.9444444444444444,1248,0,18,,,,"[1, 3, 0, 0, 1]","[1, 12, 0, 0, 0]"
intellinews.com,0.46341463414634143,3389,0,41,,,,"[0, 3, 0, 1, 3]","[3, 11, 1, 6, 13]"
islamtimes.com,-0.9333333333333333,945,0,15,,,,"[0, 1, 0, 0, 0]","[6, 3, 4, 0, 1]"
israel365news.com,1.563380281690141,567,0,71,,,,"[1, 0, 0, 1, 7]","[3, 4, 1, 0, 54]"
jfjfp.com,-1.6153846153846154,414,0,52,,,,"[2, 1, 0, 0, 0]","[39, 7, 0, 0, 3]"
juancole.com,-1.4411764705882353,704,-2,34,,,,"[2, 2, 0, 0, 1]","[19, 9, 0, 0, 1]"
jurist.org,-0.3999999999999999,9697,-1,25,,,,"[1, 1, 0, 0, 1]","[7, 8, 0, 1, 6]"
khbrknews,0.1499999999999999,3104,0,20,,,,"[0, 4, 0, 0, 2]","[1, 6, 1, 1, 5]"
kurv.com,0.3500000000000001,2502,0,80,,,,"[3, 5, 1, 0, 13]","[9, 15, 11, 0, 23]"
livenowfox.com,0.6190476190476191,6329,0,21,,,,"[0, 6, 0, 0, 4]","[0, 3, 1, 0, 7]"
luxtimes.lu,0.3333333333333335,2112,0,18,,,,"[1, 3, 0, 0, 5]","[0, 4, 1, 3, 1]"
madhyamamonline.com,-0.5961538461538463,4975,0,104,,,,"[6, 8, 0, 0, 6]","[21, 43, 3, 3, 14]"
meadowlakeNOW,-0.41666666666666674,34538,0,60,,,,"[1, 8, 3, 3, 3]","[0, 30, 8, 2, 2]"
mediagazer.com,-1.0,3471,0,14,,,,"[0, 0, 0, 0, 0]","[1, 12, 1, 0, 0]"
mediatalkafrica.com,0.41463414634146334,8081,0,41,,,,"[0, 3, 0, 0, 4]","[2, 12, 5, 2, 13]"
milletnews.com,-0.96875,2453,0,32,,,,"[3, 0, 0, 0, 2]","[17, 3, 3, 0, 4]"
mnnofa.com,-0.6000000000000001,1161,0,25,,,,"[3, 5, 0, 0, 1]","[3, 7, 1, 3, 2]"
mycharisma.com,2.0,1241,0,19,,,,"[0, 0, 0, 0, 5]","[0, 0, 0, 0, 14]"
nationalworld.com,-0.36363636363636354,10671,-1,11,,,,"[0, 1, 0, 0, 0]","[0, 4, 5, 1, 0]"
newsaddicts.com,1.7333333333333334,2167,2,15,,,,"[0, 0, 0, 0, 5]","[1, 0, 0, 0, 9]"
newsday.com.ng,0.08333333333333348,1512,0,12,,,,"[0, 1, 0, 0, 1]","[1, 4, 2, 0, 3]"
newsmobile.in,0.8301886792452828,4028,0,53,,,,"[0, 2, 0, 2, 7]","[1, 12, 3, 8, 18]"
newstodaynet.com,0.16666666666666652,2310,0,24,,,,"[0, 1, 0, 0, 3]","[1, 11, 2, 0, 6]"
nexusnewsfeed.com,-0.8372093023255813,3804,0,43,,,,"[3, 0, 0, 0, 1]","[18, 11, 2, 1, 7]"
nigerianewspapers.net,-0.3846153846153846,4666,0,13,,,,"[2, 0, 0, 0, 2]","[0, 7, 1, 0, 1]"
npr,-0.5533333333333332,115258,-1,150,-77.050661,38.907465,"National Public Radio, Inc","[2, 22, 1, 0, 6]","[5, 86, 12, 5, 11]"
nuclear-news,-0.3571428571428572,2044,0,28,,,,"[4, 0, 0, 0, 2]","[11, 2, 0, 0, 9]"
oaklandnewsnowblog.com,0.1333333333333333,1482,0,30,,,,"[0, 3, 0, 0, 2]","[3, 11, 1, 0, 10]"
observatorial.com,0.22388059701492535,3922,0,67,,,,"[2, 2, 3, 1, 6]","[7, 14, 13, 2, 17]"
observerdiplomat.com,-0.5555555555555556,918,0,36,,,,"[2, 0, 0, 0, 6]","[14, 9, 0, 1, 4]"
oopstop.com,-0.7727272727272727,298,0,22,,,,"[1, 3, 0, 2, 2]","[6, 7, 0, 1, 0]"
overpassesforamerica.com,-0.7142857142857142,3975,2,14,,,,"[0, 1, 0, 0, 0]","[0, 11, 0, 2, 0]"
page.link,1.801282051282051,4931,0,468,,,,"[0, 0, 0, 0, 22]","[7, 13, 9, 8, 409]"
pantheonsite.io,-0.40476190476190466,13925,0,42,-84.37874,33.755301,,"[1, 8, 1, 0, 1]","[2, 19, 1, 4, 5]"
perspectivemedia.com,-0.3555555555555556,8924,0,45,,,,"[1, 5, 1, 2, 1]","[4, 20, 2, 3, 6]"
planet-today.com,1.5882352941176472,2610,0,17,,,,"[0, 0, 0, 0, 4]","[0, 2, 0, 1, 10]"
pokonews.com,-0.4691358024691359,6460,0,162,,,,"[1, 16, 1, 0, 6]","[24, 72, 10, 14, 18]"
realnewsnow.com,1.8461538461538463,4151,2,26,,,,"[0, 0, 0, 0, 4]","[1, 0, 0, 0, 21]"
regionalmedianews.com,-0.33464566929133865,11120,0,254,,,,"[0, 23, 4, 2, 7]","[3, 136, 41, 12, 26]"
republicpolicy.com,-0.6785714285714286,2128,0,28,,,,"[0, 3, 1, 0, 1]","[6, 10, 4, 2, 1]"
risingnepaldaily.com,-0.6153846153846154,5065,0,26,,,,"[0, 7, 1, 0, 1]","[0, 13, 3, 0, 1]"
rthk.hk,-0.3035714285714286,10221,0,56,,,Government of Hong Kong,"[0, 8, 1, 3, 4]","[0, 29, 5, 3, 3]"
sanilacbroadcasting.com,0.10000000000000009,1365,0,20,-82.424757,42.971116,,"[0, 2, 1, 1, 1]","[1, 7, 0, 4, 3]"
scheerpost.com,-1.7575757575757576,1847,-2,66,,,,"[10, 2, 0, 0, 0]","[49, 2, 0, 0, 3]"
sfdailyrecord.com,-0.31081081081081074,5671,0,74,,,,"[3, 1, 2, 1, 4]","[10, 26, 16, 1, 10]"
sgtreport.com,0.5185185185185186,7739,0,27,,,,"[2, 0, 0, 0, 4]","[8, 0, 0, 0, 13]"
southfront.press,0.7173913043478262,1756,0,46,105.643429,62.076114,,"[1, 5, 0, 0, 2]","[7, 4, 0, 0, 27]"
starsalert.com,-0.13636363636363646,19667,0,22,,,,"[1, 0, 1, 2, 1]","[0, 6, 10, 1, 0]"
startupbusinessready.com,0.5555555555555554,0,0,18,,,,"[0, 0, 1, 0, 1]","[0, 4, 6, 0, 6]"
stationgossip.com,1.9375,1480,0,16,,,,"[0, 0, 0, 0, 3]","[0, 0, 0, 1, 12]"
stratnewsglobal.com,-0.22222222222222232,3386,0,162,,,,"[1, 14, 1, 2, 13]","[11, 81, 4, 15, 20]"
swmdigital.io,0.5,1163,0,14,,,,"[0, 2, 0, 0, 2]","[0, 4, 1, 1, 4]"
tezzbuzz,-0.18181818181818188,7009,0,11,,,,"[0, 0, 1, 0, 1]","[3, 0, 5, 0, 1]"
tfppwire.com,1.0714285714285716,1016,2,14,,,,"[0, 0, 0, 0, 3]","[2, 1, 1, 0, 7]"
theafrica.co.za,-0.44999999999999996,11688,0,20,,,,"[0, 1, 0, 0, 2]","[3, 6, 8, 0, 0]"
thealbertan.com,-0.6741573033707866,41182,0,89,,,,"[1, 26, 1, 0, 3]","[0, 46, 7, 2, 3]"
theartistree.fm,-0.42105263157894735,875,0,19,,,,"[0, 1, 1, 0, 0]","[3, 7, 4, 0, 3]"
thedailyblog.co.nz,-1.9375,2111,0,16,,,,"[4, 0, 0, 0, 0]","[11, 1, 0, 0, 0]"
thefinancialanalyst.net,-0.34545454545454546,6220,0,55,,,,"[0, 5, 0, 1, 3]","[8, 26, 1, 1, 10]"
theindianawaaz.com,-0.23913043478260865,3156,0,46,,,,"[2, 7, 2, 0, 2]","[4, 12, 9, 0, 8]"
theinsightinternational.com,-0.05882352941176472,144,0,17,,,,"[0, 1, 0, 0, 2]","[1, 8, 1, 2, 2]"
theliberationnews.ng,-0.5,1751,0,12,,,,"[0, 1, 0, 0, 0]","[0, 9, 0, 0, 2]"
thelibertybeacon.com,1.5294117647058822,3164,0,17,,,,"[1, 0, 0, 0, 3]","[1, 0, 0, 0, 12]"
thepatriotlight.com,1.761467889908257,7448,2,109,,,,"[0, 1, 0, 0, 24]","[1, 3, 3, 4, 73]"
thepeoplesvoice.tv,0.8181818181818183,2431,2,11,,,,"[1, 0, 0, 0, 1]","[0, 3, 0, 0, 6]"
thepublicsradio.org,-0.3157894736842106,4514,0,57,,,,"[3, 8, 1, 0, 3]","[0, 26, 6, 4, 6]"
thepulseofnh.com,0.3529411764705883,2687,0,34,,,,"[0, 1, 4, 1, 0]","[0, 4, 15, 2, 7]"
thesudantimes.com,-0.6976744186046511,1760,0,43,,,,"[0, 8, 1, 2, 2]","[7, 19, 1, 1, 2]"
thetrentonline.com,0.1333333333333333,2023,0,15,,,,"[0, 2, 0, 2, 0]","[2, 3, 1, 1, 4]"
thisislagos.ng,-0.10000000000000009,1839,0,20,,,,"[3, 1, 1, 0, 3]","[2, 2, 4, 3, 1]"
tickernews.co,-0.07692307692307687,850,0,13,,,,"[0, 3, 0, 0, 1]","[0, 6, 0, 0, 3]"
timeskuwait.com,-0.36363636363636354,2545,0,11,,,,"[0, 3, 0, 0, 0]","[0, 4, 2, 1, 1]"
timesng.com,-0.18181818181818188,5247,0,11,,,,"[0, 1, 0, 0, 0]","[0, 6, 1, 1, 2]"
tippinsights,1.5499999999999998,1377,2,20,,,,"[0, 0, 0, 0, 3]","[0, 3, 0, 0, 14]"
tjvnews.com,1.7777777777777777,1580,0,135,,,,"[0, 1, 0, 2, 14]","[3, 4, 0, 1, 110]"
turkishminute.com,-0.6000000000000001,1529,0,30,,,,"[0, 2, 0, 0, 0]","[4, 15, 5, 1, 3]"
turkiyetoday.com,-0.6578947368421053,4572,0,190,28.79505,41.170948,,"[6, 16, 3, 0, 7]","[43, 69, 22, 4, 20]"
tv360nigeria.com,-0.15625,2696,0,32,,,,"[1, 6, 0, 2, 2]","[1, 13, 1, 0, 6]"
tvcnews.tv,0.1333333333333333,3776,0,30,,,,"[2, 2, 0, 0, 6]","[4, 6, 4, 0, 6]"
twz.com,1.25,647,0,12,,,,"[0, 1, 0, 0, 3]","[0, 2, 0, 0, 6]"
ugandanews.net,-0.4545454545454546,9421,0,11,,,,"[0, 0, 0, 0, 0]","[2, 4, 3, 1, 1]"
uk-times.com,-0.3928571428571428,7937,0,28,,,,"[1, 1, 0, 0, 0]","[3, 12, 4, 4, 3]"
upday,-0.38888888888888884,6328,0,54,,,,"[0, 13, 3, 2, 3]","[2, 20, 5, 4, 2]"
velvetclassic.net,-0.22222222222222232,5111,0,18,,,,"[0, 1, 1, 0, 0]","[1, 8, 3, 1, 3]"
vigilantnews.com,1.0,2398,2,11,,,,"[1, 1, 0, 0, 3]","[1, 0, 0, 0, 5]"
vtforeignpolicy.com,-0.25,1012,1,12,,,,"[3, 0, 0, 0, 0]","[3, 1, 0, 0, 5]"
webpressglobal.com,0.18181818181818166,816,0,44,,,,"[0, 2, 0, 0, 5]","[4, 16, 4, 2, 11]"
weeklyblitz.net,-0.33333333333333326,1763,0,12,,,,"[0, 2, 0, 0, 0]","[1, 6, 0, 0, 3]"
wng.org,0.9729729729729728,8996,2,37,,,,"[1, 0, 0, 1, 5]","[1, 7, 3, 2, 17]"
workers.org,-2.0,558,-2,13,,,,"[1, 0, 0, 0, 0]","[12, 0, 0, 0, 0]"
world-ne.ws,0.7954545454545454,3547,0,44,,,,"[0, 1, 3, 0, 4]","[2, 4, 12, 0, 18]"
worldcrunch.com,-0.7692307692307692,2645,-1,13,,,,"[0, 0, 0, 0, 0]","[2, 9, 0, 1, 1]"
wsjm.com,-0.04444444444444451,5614,0,45,,,,"[0, 2, 7, 1, 1]","[2, 9, 17, 2, 4]"
yourcapitalminds.com,1.0285714285714285,2313,0,70,,,,"[0, 3, 4, 0, 6]","[1, 9, 8, 4, 35]"
تلویزیون آمو,-0.8,2409,0,30,,,,"[2, 1, 0, 0, 0]","[3, 19, 1, 2, 2]"
شبكة الميادين,-0.8571428571428572,7969,-2,49,,,,"[2, 1, 0, 0, 1]","[22, 13, 1, 0, 9]"
عنب بلدي,-0.6363636363636365,2095,0,11,,,,"[0, 2, 0, 0, 0]","[0, 7, 1, 0, 1]"
読売新聞オンライン,-0.5617977528089888,63210,1,89,138.772282,38.147208,,"[1, 16, 0, 1, 5]","[2, 50, 8, 1, 5]"
